,Unnamed: 0,userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
72,72,220,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
73,73,223,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
74,74,226,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
75,75,229,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
76,76,232,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
77,77,233,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
78,78,234,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False
79,79,239,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
80,80,240,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False
81,81,247,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True,False,False
82,82,249,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
83,83,252,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
84,84,254,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,False
85,85,263,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
86,86,264,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False
87,87,269,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
88,88,270,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
89,89,273,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
90,90,274,True,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,False,False
91,91,275,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
92,92,276,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
93,93,277,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
94,94,279,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
95,95,280,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
96,96,282,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
97,97,283,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
98,98,288,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
99,99,290,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
100,100,291,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
101,101,292,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
102,102,293,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
103,103,304,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
104,104,307,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
105,105,314,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
106,106,322,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
107,107,323,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
108,108,328,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
109,109,330,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
110,110,332,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
111,111,334,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False
112,112,336,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
113,113,337,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
114,114,339,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
115,115,341,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,116,347,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
117,117,350,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False
118,118,353,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
119,119,357,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
120,120,359,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
121,121,364,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
122,122,367,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
123,123,372,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
124,124,373,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
125,125,378,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
126,126,380,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,False
127,127,381,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False
128,128,382,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False
129,129,385,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
130,130,389,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
131,131,391,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
132,132,396,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False
133,133,399,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False
134,134,401,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
135,135,411,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
136,136,414,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
137,137,420,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False
138,138,422,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
139,139,434,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
140,140,436,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
141,141,438,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
142,142,443,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
143,143,448,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
144,144,451,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
145,145,453,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
146,146,456,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
147,147,460,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
148,148,468,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False
149,149,469,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
150,150,470,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
151,151,471,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True,True,False
152,152,474,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
153,153,476,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
154,154,477,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False
155,155,480,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
156,156,483,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
157,157,484,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
158,158,488,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
159,159,490,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
160,160,492,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
161,161,500,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
162,162,504,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False
163,163,509,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
164,164,514,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,True,True,False,False
165,165,517,False,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False
166,166,522,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
167,167,524,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
168,168,525,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False
169,169,529,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
170,170,533,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
171,171,534,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False
172,172,541,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
173,173,544,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
174,174,550,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False
175,175,555,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
176,176,559,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
177,177,560,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
178,178,561,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False
179,179,562,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,True,True,False,False
180,180,567,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
181,181,570,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
182,182,572,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
183,183,573,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
184,184,579,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,True,False,False
185,185,580,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
186,186,584,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
187,187,587,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
188,188,590,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
189,189,596,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
190,190,597,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
191,191,599,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
192,192,601,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
193,193,603,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
194,194,604,True,True,False,True,True,True,False,True,True,False,True,False,False,False,True,True,True,False,False
195,195,605,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
196,196,607,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,True,True,False,False
197,197,609,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
198,198,610,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False
199,199,6,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
200,200,8,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
201,201,20,False,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False
202,202,51,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
203,203,62,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False
204,204,82,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
205,205,94,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
206,206,104,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
207,207,117,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
208,208,122,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False
209,209,125,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
210,210,221,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
211,211,284,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
212,212,294,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
213,213,299,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
214,214,305,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
215,215,308,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False
216,216,318,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
217,217,321,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
218,218,395,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
219,219,425,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
220,220,426,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False
221,221,432,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False
222,222,446,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
223,223,447,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
224,224,458,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
225,225,475,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
226,226,482,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
227,227,501,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
228,228,512,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
229,229,523,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
230,230,527,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False
231,231,566,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
232,232,586,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False
233,233,592,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
234,234,594,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
235,235,600,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
236,236,602,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
237,237,42,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
238,238,58,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
239,239,100,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
240,240,102,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
241,241,116,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
242,242,150,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
243,243,302,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
244,244,368,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
245,245,410,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False
246,246,588,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
247,247,14,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
248,248,84,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
249,249,162,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
250,250,111,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
251,251,120,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
252,252,147,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False
253,253,170,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
254,254,181,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
255,255,402,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
256,256,521,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
257,257,11,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
258,258,23,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
259,259,24,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
260,260,28,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
261,261,68,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
262,262,79,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
263,263,105,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
264,264,109,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
265,265,195,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
266,266,199,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
267,267,244,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False
268,268,266,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
269,269,286,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
270,270,297,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
271,271,312,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False
272,272,313,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,False
273,273,317,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
274,274,325,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
275,275,362,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False
276,276,386,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
277,277,400,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
278,278,437,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False
279,279,444,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
280,280,486,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
281,281,493,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
282,282,532,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
283,283,553,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
284,284,577,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
285,285,95,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
286,286,188,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False
287,287,262,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
288,288,489,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
289,289,498,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
290,290,513,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,True,True,False
291,291,26,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
292,292,34,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
293,293,56,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
294,294,59,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False
295,295,99,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
296,296,136,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
297,297,173,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
298,298,174,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
299,299,176,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
300,300,192,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
301,301,243,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
302,302,248,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
303,303,301,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
304,304,331,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False
305,305,340,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
306,306,349,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
307,307,354,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False
308,308,361,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
309,309,376,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
310,310,387,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
311,311,408,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False
312,312,419,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
